NAZ2,NAZ2-0112,NAZ2-0112,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NAZ3,NAZ3-0113,NAZ3-0113,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NB1,NB1-0114,NB1-0114,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NCO1,NCO1-0115,NCO1-0115,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NCO2,NCO2-0116,NCO2-0116,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NCO3,NCO3-0117,NCO3-0117,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NCO4,NCO4-0118,NCO4-0118,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ND2,ND2-0119,ND2-0119,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ND3,ND3-0120,ND3-0120,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NEOP1,NEOP1-0121,NEOP1-0121,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NEW1,NEW1-0122,NEW1-0122,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NNM1,NNM1-0123,NNM1-0123,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NNM2,NNM2-0124,NNM2-0124,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NNM3,NNM3-0125,NNM3-0125,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NORD1,NORD1-0126,NORD1-0126,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NUG1,NUG1-0127,NUG1-0127,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
NWY1,NWY1-0128,NWY1-0128,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
OLYM1,OLYM1-0129,OLYM1-0129,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ORC1,ORC1-0130,ORC1-0130,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ORION1,ORION1-0131,ORION1-0131,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
OSC114,OSC114-0132,OSC114-0132,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
OSC72,OSC72-0133,OSC72-0133,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PDB1,PDB1-0134,PDB1-0134,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PERL1,PERL1-0135,PERL1-0135,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PIA29,PIA29-0136,PIA29-0136,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PIO1,PIO1-0137,PIO1-0137,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PIO2,PIO2-0138,PIO2-0138,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PK1,PK1-0139,PK1-0139,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PKS1,PKS1-0140,PKS1-0140,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PMO1,PMO1-0141,PMO1-0141,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PMO29,PMO29-0142,PMO29-0142,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PNB1,PNB1-0143,PNB1-0143,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
POR1,POR1-0144,POR1-0144,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PR1,PR1-0145,PR1-0145,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PSD1,PSD1-0146,PSD1-0146,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
PT1,PT1-0147,PT1-0147,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
REC1,REC1-0148,REC1-0148,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
RNGS1,RNGS1-0149,RNGS1-0149,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
S36,S36-0150,S36-0150,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
S38,S38-0151,S38-0151,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SA1,SA1-0152,SA1-0152,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SAL1,SAL1-0153,SAL1-0153,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SAN1,SAN1-0154,SAN1-0154,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SAVG1,SAVG1-0155,SAVG1-0155,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SB1,SB1-0156,SB1-0156,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SBJK1,SBJK1-0157,SBJK1-0157,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SC1,SC1-0158,SC1-0158,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SERB1,SERB1-0159,SERB1-0159,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SERB2,SERB2-0160,SERB2-0160,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SERB3,SERB3-0161,SERB3-0161,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SHN1,SHN1-0162,SHN1-0162,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SOA1,SOA1-0163,SOA1-0163,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SPALT1,SPALT1-0164,SPALT1-0164,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SRM1,SRM1-0165,SRM1-0165,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SS1,SS1-0166,SS1-0166,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SSH1,SSH1-0167,SSH1-0167,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
STAR1,STAR1-0168,STAR1-0168,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
STBRT1,STBRT1-0169,STBRT1-0169,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
STG1,STG1-0170,STG1-0170,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
STRSL1,STRSL1-0171,STRSL1-0171,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
SUN1,SUN1-0172,SUN1-0172,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TAL1,TAL1-0173,TAL1-0173,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TDB1,TDB1-0174,TDB1-0174,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TEA1,TEA1-0175,TEA1-0175,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TETT1,TETT1-0176,TETT1-0176,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TOL1,TOL1-0177,TOL1-0177,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TOYO1,TOYO1-0178,TOYO1-0178,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
TUS1,TUS1-0179,TUS1-0179,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
UNI1,UNI1-0180,UNI1-0180,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
USYM1,USYM1-0181,USYM1-0181,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
VOJV1,VOJV1-0182,VOJV1-0182,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
WIM1,WIM1-0183,WIM1-0183,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
WTB48,WTB48-0184,WTB48-0184,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
WYEC1,WYEC1-0185,WYEC1-0185,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
WYET1,WYET1-0186,WYET1-0186,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
YEO1,YEO1-0187,YEO1-0187,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
YUGOG1,YUGOG1-0188,YUGOG1-0188,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
YUGOM1,YUGOM1-0189,YUGOM1-0189,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ZC1,ZC1-0190,ZC1-0190,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
ZLA1,ZLA1-0191,ZLA1-0191,H_lupulus,../HOP-REF/Humulus_lupulus_lupulus_21110M_HAP2_v1.0.fa,,
