Run,BioSample,LibraryName,refGenome,refPath
SRR1946409,SAMN03327253,SAMN03327253,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946410,SAMN03327254,SAMN03327254,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946411,SAMN03327255,SAMN03327255,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946412,SAMN03327256,SAMN03327256,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946413,SAMN03327257,SAMN03327257,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946414,SAMN03327258,SAMN03327258,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946415,SAMN03327259,SAMN03327259,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946416,SAMN03327260,SAMN03327260,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946417,SAMN03327261,SAMN03327261,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946418,SAMN03327262,SAMN03327262,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946419,SAMN03327263,SAMN03327263,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946420,SAMN03327264,SAMN03327264,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946421,SAMN03327265,SAMN03327265,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946422,SAMN03327266,SAMN03327266,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946423,SAMN03327267,SAMN03327267,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946424,SAMN03327268,SAMN03327268,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946425,SAMN03327269,SAMN03327269,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946426,SAMN03327270,SAMN03327270,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946427,SAMN03327271,SAMN03327271,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946428,SAMN03327272,SAMN03327272,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946429,SAMN03327273,SAMN03327273,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946430,SAMN03327274,SAMN03327274,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946431,SAMN03327275,SAMN03327275,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946432,SAMN03327276,SAMN03327276,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946433,SAMN03327277,SAMN03327277,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946434,SAMN03327278,SAMN03327278,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946435,SAMN03327279,SAMN03327279,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946436,SAMN03327280,SAMN03327280,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946437,SAMN03327281,SAMN03327281,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946438,SAMN03327282,SAMN03327282,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946439,SAMN03327283,SAMN03327283,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946440,SAMN03327284,SAMN03327284,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946441,SAMN03327285,SAMN03327285,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946442,SAMN03327286,SAMN03327286,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946443,SAMN03327287,SAMN03327287,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946444,SAMN03327288,SAMN03327288,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946445,SAMN03327289,SAMN03327289,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946446,SAMN03327290,SAMN03327290,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946447,SAMN03327291,SAMN03327291,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946448,SAMN03327292,SAMN03327292,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946449,SAMN03327293,SAMN03327293,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946450,SAMN03327294,SAMN03327294,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946451,SAMN03327295,SAMN03327295,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946452,SAMN03327296,SAMN03327296,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946453,SAMN03327297,SAMN03327297,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946454,SAMN03327298,SAMN03327298,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946455,SAMN03327299,SAMN03327299,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946456,SAMN03327300,SAMN03327300,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946457,SAMN03327301,SAMN03327301,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946458,SAMN03327302,SAMN03327302,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946459,SAMN03327303,SAMN03327303,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946460,SAMN03327304,SAMN03327304,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946461,SAMN03327305,SAMN03327305,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946462,SAMN03327306,SAMN03327306,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946463,SAMN03327307,SAMN03327307,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946464,SAMN03327308,SAMN03327308,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946465,SAMN03327309,SAMN03327309,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946466,SAMN03327310,SAMN03327310,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946467,SAMN03327311,SAMN03327311,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946468,SAMN03327312,SAMN03327312,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946469,SAMN03327313,SAMN03327313,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946470,SAMN03327314,SAMN03327314,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946471,SAMN03327315,SAMN03327315,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946472,SAMN03327316,SAMN03327316,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946473,SAMN03327317,SAMN03327317,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946474,SAMN03327318,SAMN03327318,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946475,SAMN03327319,SAMN03327319,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946476,SAMN03327320,SAMN03327320,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946477,SAMN03327321,SAMN03327321,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946478,SAMN03327322,SAMN03327322,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946479,SAMN03327323,SAMN03327323,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946480,SAMN03327324,SAMN03327324,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946481,SAMN03327325,SAMN03327325,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946482,SAMN03327326,SAMN03327326,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946551,SAMN03327395,SAMN03327395,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946552,SAMN03327396,SAMN03327396,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946553,SAMN03327397,SAMN03327397,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946554,SAMN03327398,SAMN03327398,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946555,SAMN03327399,SAMN03327399,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946556,SAMN03327400,SAMN03327400,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946557,SAMN03327401,SAMN03327401,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946558,SAMN03327402,SAMN03327402,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946559,SAMN03327403,SAMN03327403,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946560,SAMN03327404,SAMN03327404,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946561,SAMN03327405,SAMN03327405,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946562,SAMN03327406,SAMN03327406,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946563,SAMN03327407,SAMN03327407,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946564,SAMN03327408,SAMN03327408,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946565,SAMN03327409,SAMN03327409,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946566,SAMN03327410,SAMN03327410,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946567,SAMN03327411,SAMN03327411,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946568,SAMN03327412,SAMN03327412,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946569,SAMN03327413,SAMN03327413,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414600,SAMN08235958,SAMN08235958,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414601,SAMN08235959,SAMN08235959,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414605,SAMN08235938,SAMN08235938,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414606,SAMN08235937,SAMN08235937,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414607,SAMN08235936,SAMN08235936,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414608,SAMN08235943,SAMN08235943,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414609,SAMN08235942,SAMN08235942,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414618,SAMN08235951,SAMN08235951,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414619,SAMN08235950,SAMN08235950,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414621,SAMN08235952,SAMN08235952,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414595,SAMN08235960,SAMN08235960,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414596,SAMN08235961,SAMN08235961,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414597,SAMN08235962,SAMN08235962,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414598,SAMN08235956,SAMN08235956,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414599,SAMN08235957,SAMN08235957,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414602,SAMN08235945,SAMN08235945,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414603,SAMN08235944,SAMN08235944,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414604,SAMN08235939,SAMN08235939,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414610,SAMN08235941,SAMN08235941,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414611,SAMN08235940,SAMN08235940,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414612,SAMN08235955,SAMN08235955,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414613,SAMN08235954,SAMN08235954,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414614,SAMN08235947,SAMN08235947,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414615,SAMN08235946,SAMN08235946,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414616,SAMN08235949,SAMN08235949,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414617,SAMN08235948,SAMN08235948,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR6414620,SAMN08235953,SAMN08235953,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189709,SAMN04009812,SAMN04009812,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189710,SAMN04009813,SAMN04009813,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189711,SAMN04009815,SAMN04009815,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189712,SAMN04009814,SAMN04009814,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189713,SAMN04009816,SAMN04009816,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189714,SAMN04009817,SAMN04009817,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189716,SAMN04009818,SAMN04009818,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189717,SAMN04009819,SAMN04009819,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189718,SAMN04009820,SAMN04009820,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189719,SAMN04009822,SAMN04009822,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2189720,SAMN04009823,SAMN04009823,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204160,SAMN04009826,SAMN04009826,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204161,SAMN04009825,SAMN04009825,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204162,SAMN04009827,SAMN04009827,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204163,SAMN04009828,SAMN04009828,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204164,SAMN04009830,SAMN04009830,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204165,SAMN04009831,SAMN04009831,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204166,SAMN04009832,SAMN04009832,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204167,SAMN04009833,SAMN04009833,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204168,SAMN04009834,SAMN04009834,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204169,SAMN04009835,SAMN04009835,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204170,SAMN04009836,SAMN04009836,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204171,SAMN04009837,SAMN04009837,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204172,SAMN04009840,SAMN04009840,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204173,SAMN04009841,SAMN04009841,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204174,SAMN04009842,SAMN04009842,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204175,SAMN04009843,SAMN04009843,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204176,SAMN04009845,SAMN04009845,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204177,SAMN04009846,SAMN04009846,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204179,SAMN04009851,SAMN04009851,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204180,SAMN04009853,SAMN04009853,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204189,SAMN04009855,SAMN04009855,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204238,SAMN04009858,SAMN04009858,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204239,SAMN04009861,SAMN04009861,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204264,SAMN04009863,SAMN04009863,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204313,SAMN04009864,SAMN04009864,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204314,SAMN04009865,SAMN04009865,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204315,SAMN04009867,SAMN04009867,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204316,SAMN04009868,SAMN04009868,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204317,SAMN04009871,SAMN04009871,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204318,SAMN04009873,SAMN04009873,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204319,SAMN04009874,SAMN04009874,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204320,SAMN04009876,SAMN04009876,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204321,SAMN04009877,SAMN04009877,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204322,SAMN04009879,SAMN04009879,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204323,SAMN04009880,SAMN04009880,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204324,SAMN04009881,SAMN04009881,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204325,SAMN04009883,SAMN04009883,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204326,SAMN04009884,SAMN04009884,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204327,SAMN04009887,SAMN04009887,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204328,SAMN04009888,SAMN04009888,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204329,SAMN04009889,SAMN04009889,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204330,SAMN04009890,SAMN04009890,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204331,SAMN04009891,SAMN04009891,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204332,SAMN04009892,SAMN04009892,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204333,SAMN04009893,SAMN04009893,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204334,SAMN04009894,SAMN04009894,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204335,SAMN04009895,SAMN04009895,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204336,SAMN04009896,SAMN04009896,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204337,SAMN04009897,SAMN04009897,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204338,SAMN04009898,SAMN04009898,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204339,SAMN04009899,SAMN04009899,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204340,SAMN04009901,SAMN04009901,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204341,SAMN04009900,SAMN04009900,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204342,SAMN04009902,SAMN04009902,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204343,SAMN04009903,SAMN04009903,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204345,SAMN04009904,SAMN04009904,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204346,SAMN04009905,SAMN04009905,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204347,SAMN04009906,SAMN04009906,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204348,SAMN04009907,SAMN04009907,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204349,SAMN04009908,SAMN04009908,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204350,SAMN04009911,SAMN04009911,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204577,SAMN04009910,SAMN04009910,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204578,SAMN04009909,SAMN04009909,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204579,SAMN04009912,SAMN04009912,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204581,SAMN04009913,SAMN04009913,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204582,SAMN04009914,SAMN04009914,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204583,SAMN04009915,SAMN04009915,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204584,SAMN04009916,SAMN04009916,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204585,SAMN04009917,SAMN04009917,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204586,SAMN04009918,SAMN04009918,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204587,SAMN04009919,SAMN04009919,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204588,SAMN04009920,SAMN04009920,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204589,SAMN04009921,SAMN04009921,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204590,SAMN04009922,SAMN04009922,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204592,SAMN04009923,SAMN04009923,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204626,SAMN04009852,SAMN04009852,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204703,SAMN04009870,SAMN04009870,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2204704,SAMN04009885,SAMN04009885,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR2183387,SAMN04009811,SAMN04009811,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
