Run,BioSample,LibraryName,refGenome,refPath
SRR1945721,SAMN03326565,SAMN03326565,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945722,SAMN03326566,SAMN03326566,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945723,SAMN03326567,SAMN03326567,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945724,SAMN03326568,SAMN03326568,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945725,SAMN03326569,SAMN03326569,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945726,SAMN03326570,SAMN03326570,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945727,SAMN03326571,SAMN03326571,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945728,SAMN03326572,SAMN03326572,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945729,SAMN03326573,SAMN03326573,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945730,SAMN03326574,SAMN03326574,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945731,SAMN03326575,SAMN03326575,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945732,SAMN03326576,SAMN03326576,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945733,SAMN03326577,SAMN03326577,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945734,SAMN03326578,SAMN03326578,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945735,SAMN03326579,SAMN03326579,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945736,SAMN03326580,SAMN03326580,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945737,SAMN03326581,SAMN03326581,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945738,SAMN03326582,SAMN03326582,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945739,SAMN03326583,SAMN03326583,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945740,SAMN03326584,SAMN03326584,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945741,SAMN03326585,SAMN03326585,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945742,SAMN03326586,SAMN03326586,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945743,SAMN03326587,SAMN03326587,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945744,SAMN03326588,SAMN03326588,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945745,SAMN03326589,SAMN03326589,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945746,SAMN03326590,SAMN03326590,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945747,SAMN03326591,SAMN03326591,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945748,SAMN03326592,SAMN03326592,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945749,SAMN03326593,SAMN03326593,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945750,SAMN03326594,SAMN03326594,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945751,SAMN03326595,SAMN03326595,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945752,SAMN03326596,SAMN03326596,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945753,SAMN03326597,SAMN03326597,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945754,SAMN03326598,SAMN03326598,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945755,SAMN03326599,SAMN03326599,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945756,SAMN03326600,SAMN03326600,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945757,SAMN03326601,SAMN03326601,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945758,SAMN03326602,SAMN03326602,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945759,SAMN03326603,SAMN03326603,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945760,SAMN03326604,SAMN03326604,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945761,SAMN03326605,SAMN03326605,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945762,SAMN03326606,SAMN03326606,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945763,SAMN03326607,SAMN03326607,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945764,SAMN03326608,SAMN03326608,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945765,SAMN03326609,SAMN03326609,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945766,SAMN03326610,SAMN03326610,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945767,SAMN03326611,SAMN03326611,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945768,SAMN03326612,SAMN03326612,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945769,SAMN03326613,SAMN03326613,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945770,SAMN03326614,SAMN03326614,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945771,SAMN03326615,SAMN03326615,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945772,SAMN03326616,SAMN03326616,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945773,SAMN03326617,SAMN03326617,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945774,SAMN03326618,SAMN03326618,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945775,SAMN03326619,SAMN03326619,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945776,SAMN03326620,SAMN03326620,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945777,SAMN03326621,SAMN03326621,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945778,SAMN03326622,SAMN03326622,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945779,SAMN03326623,SAMN03326623,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945780,SAMN03326624,SAMN03326624,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945781,SAMN03326625,SAMN03326625,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945782,SAMN03326626,SAMN03326626,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945783,SAMN03326627,SAMN03326627,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945784,SAMN03326628,SAMN03326628,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945785,SAMN03326629,SAMN03326629,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945786,SAMN03326630,SAMN03326630,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945787,SAMN03326631,SAMN03326631,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945788,SAMN03326632,SAMN03326632,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945789,SAMN03326633,SAMN03326633,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945790,SAMN03326634,SAMN03326634,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945791,SAMN03326635,SAMN03326635,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945792,SAMN03326636,SAMN03326636,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945793,SAMN03326637,SAMN03326637,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945794,SAMN03326638,SAMN03326638,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945795,SAMN03326639,SAMN03326639,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945796,SAMN03326640,SAMN03326640,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945797,SAMN03326641,SAMN03326641,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945798,SAMN03326642,SAMN03326642,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945799,SAMN03326643,SAMN03326643,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945800,SAMN03326644,SAMN03326644,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945801,SAMN03326645,SAMN03326645,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945802,SAMN03326646,SAMN03326646,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945803,SAMN03326647,SAMN03326647,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945804,SAMN03326648,SAMN03326648,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945805,SAMN03326649,SAMN03326649,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945806,SAMN03326650,SAMN03326650,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945807,SAMN03326651,SAMN03326651,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945808,SAMN03326652,SAMN03326652,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945809,SAMN03326653,SAMN03326653,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945810,SAMN03326654,SAMN03326654,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945811,SAMN03326655,SAMN03326655,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945812,SAMN03326656,SAMN03326656,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945813,SAMN03326657,SAMN03326657,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945814,SAMN03326658,SAMN03326658,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945815,SAMN03326659,SAMN03326659,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945816,SAMN03326660,SAMN03326660,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945817,SAMN03326661,SAMN03326661,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945818,SAMN03326662,SAMN03326662,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945820,SAMN03326664,SAMN03326664,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945821,SAMN03326665,SAMN03326665,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945822,SAMN03326666,SAMN03326666,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945823,SAMN03326667,SAMN03326667,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945824,SAMN03326668,SAMN03326668,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945825,SAMN03326669,SAMN03326669,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945826,SAMN03326670,SAMN03326670,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945827,SAMN03326671,SAMN03326671,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945828,SAMN03326672,SAMN03326672,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945829,SAMN03326673,SAMN03326673,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945830,SAMN03326674,SAMN03326674,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945831,SAMN03326675,SAMN03326675,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945832,SAMN03326676,SAMN03326676,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945833,SAMN03326677,SAMN03326677,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945834,SAMN03326678,SAMN03326678,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945835,SAMN03326679,SAMN03326679,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945836,SAMN03326680,SAMN03326680,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945837,SAMN03326681,SAMN03326681,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945838,SAMN03326682,SAMN03326682,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945839,SAMN03326683,SAMN03326683,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945840,SAMN03326684,SAMN03326684,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945841,SAMN03326685,SAMN03326685,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945842,SAMN03326686,SAMN03326686,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945843,SAMN03326687,SAMN03326687,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945844,SAMN03326688,SAMN03326688,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945845,SAMN03326689,SAMN03326689,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945846,SAMN03326690,SAMN03326690,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945847,SAMN03326691,SAMN03326691,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945848,SAMN03326692,SAMN03326692,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945849,SAMN03326693,SAMN03326693,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945850,SAMN03326694,SAMN03326694,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945851,SAMN03326695,SAMN03326695,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945852,SAMN03326696,SAMN03326696,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945853,SAMN03326697,SAMN03326697,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945854,SAMN03326698,SAMN03326698,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945855,SAMN03326699,SAMN03326699,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945856,SAMN03326700,SAMN03326700,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945857,SAMN03326701,SAMN03326701,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945858,SAMN03326702,SAMN03326702,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945859,SAMN03326703,SAMN03326703,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945860,SAMN03326704,SAMN03326704,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945861,SAMN03326705,SAMN03326705,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945862,SAMN03326706,SAMN03326706,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945863,SAMN03326707,SAMN03326707,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945864,SAMN03326708,SAMN03326708,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945865,SAMN03326709,SAMN03326709,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945866,SAMN03326710,SAMN03326710,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945867,SAMN03326711,SAMN03326711,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945868,SAMN03326712,SAMN03326712,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945869,SAMN03326713,SAMN03326713,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945870,SAMN03326714,SAMN03326714,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945871,SAMN03326715,SAMN03326715,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945872,SAMN03326716,SAMN03326716,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945873,SAMN03326717,SAMN03326717,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945874,SAMN03326718,SAMN03326718,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945875,SAMN03326719,SAMN03326719,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945876,SAMN03326720,SAMN03326720,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945877,SAMN03326721,SAMN03326721,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945878,SAMN03326722,SAMN03326722,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945879,SAMN03326723,SAMN03326723,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945880,SAMN03326724,SAMN03326724,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945881,SAMN03326725,SAMN03326725,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945882,SAMN03326726,SAMN03326726,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945883,SAMN03326727,SAMN03326727,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945884,SAMN03326728,SAMN03326728,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945885,SAMN03326729,SAMN03326729,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945886,SAMN03326730,SAMN03326730,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945887,SAMN03326731,SAMN03326731,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945888,SAMN03326732,SAMN03326732,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945889,SAMN03326733,SAMN03326733,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945890,SAMN03326734,SAMN03326734,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945891,SAMN03326735,SAMN03326735,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945892,SAMN03326736,SAMN03326736,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945893,SAMN03326737,SAMN03326737,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945894,SAMN03326738,SAMN03326738,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945895,SAMN03326739,SAMN03326739,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945896,SAMN03326740,SAMN03326740,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945897,SAMN03326741,SAMN03326741,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945898,SAMN03326742,SAMN03326742,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945899,SAMN03326743,SAMN03326743,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945900,SAMN03326744,SAMN03326744,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945901,SAMN03326745,SAMN03326745,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945902,SAMN03326746,SAMN03326746,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945903,SAMN03326747,SAMN03326747,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945904,SAMN03326748,SAMN03326748,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945905,SAMN03326749,SAMN03326749,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945906,SAMN03326750,SAMN03326750,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945907,SAMN03326751,SAMN03326751,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945908,SAMN03326752,SAMN03326752,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945909,SAMN03326753,SAMN03326753,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945910,SAMN03326754,SAMN03326754,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945911,SAMN03326755,SAMN03326755,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945912,SAMN03326756,SAMN03326756,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945913,SAMN03326757,SAMN03326757,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945914,SAMN03326758,SAMN03326758,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945915,SAMN03326759,SAMN03326759,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945916,SAMN03326760,SAMN03326760,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945917,SAMN03326761,SAMN03326761,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945918,SAMN03326762,SAMN03326762,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945919,SAMN03326763,SAMN03326763,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945920,SAMN03326764,SAMN03326764,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945921,SAMN03326765,SAMN03326765,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945922,SAMN03326766,SAMN03326766,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945923,SAMN03326767,SAMN03326767,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945924,SAMN03326768,SAMN03326768,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945925,SAMN03326769,SAMN03326769,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945926,SAMN03326770,SAMN03326770,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945927,SAMN03326771,SAMN03326771,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945928,SAMN03326772,SAMN03326772,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945929,SAMN03326773,SAMN03326773,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945930,SAMN03326774,SAMN03326774,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945931,SAMN03326775,SAMN03326775,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945932,SAMN03326776,SAMN03326776,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945933,SAMN03326777,SAMN03326777,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945934,SAMN03326778,SAMN03326778,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945935,SAMN03326779,SAMN03326779,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945936,SAMN03326780,SAMN03326780,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945937,SAMN03326781,SAMN03326781,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945938,SAMN03326782,SAMN03326782,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945939,SAMN03326783,SAMN03326783,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945940,SAMN03326784,SAMN03326784,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945941,SAMN03326785,SAMN03326785,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945942,SAMN03326786,SAMN03326786,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945943,SAMN03326787,SAMN03326787,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945944,SAMN03326788,SAMN03326788,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945945,SAMN03326789,SAMN03326789,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945946,SAMN03326790,SAMN03326790,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945947,SAMN03326791,SAMN03326791,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945948,SAMN03326792,SAMN03326792,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945949,SAMN03326793,SAMN03326793,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945950,SAMN03326794,SAMN03326794,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945951,SAMN03326795,SAMN03326795,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945952,SAMN03326796,SAMN03326796,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945953,SAMN03326797,SAMN03326797,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945954,SAMN03326798,SAMN03326798,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945955,SAMN03326799,SAMN03326799,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945956,SAMN03326800,SAMN03326800,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945957,SAMN03326801,SAMN03326801,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945958,SAMN03326802,SAMN03326802,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945959,SAMN03326803,SAMN03326803,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945960,SAMN03326804,SAMN03326804,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945961,SAMN03326805,SAMN03326805,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945962,SAMN03326806,SAMN03326806,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945963,SAMN03326807,SAMN03326807,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945964,SAMN03326808,SAMN03326808,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945965,SAMN03326809,SAMN03326809,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945966,SAMN03326810,SAMN03326810,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945967,SAMN03326811,SAMN03326811,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945968,SAMN03326812,SAMN03326812,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945969,SAMN03326813,SAMN03326813,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945970,SAMN03326814,SAMN03326814,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945971,SAMN03326815,SAMN03326815,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945972,SAMN03326816,SAMN03326816,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945973,SAMN03326817,SAMN03326817,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945974,SAMN03326818,SAMN03326818,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945975,SAMN03326819,SAMN03326819,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945976,SAMN03326820,SAMN03326820,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945977,SAMN03326821,SAMN03326821,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945978,SAMN03326822,SAMN03326822,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945979,SAMN03326823,SAMN03326823,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945980,SAMN03326824,SAMN03326824,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945981,SAMN03326825,SAMN03326825,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945982,SAMN03326826,SAMN03326826,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945983,SAMN03326827,SAMN03326827,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945984,SAMN03326828,SAMN03326828,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945985,SAMN03326829,SAMN03326829,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945986,SAMN03326830,SAMN03326830,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945987,SAMN03326831,SAMN03326831,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945988,SAMN03326832,SAMN03326832,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945989,SAMN03326833,SAMN03326833,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
